1,2,3,4,5,6,7,8,9,11,38
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,2,,,,,,,,,
,,,CLASIFICACION,,,,8,8,,38
CODIGO,CP,FA,LINEA,CATEGORIA,TP,CASA / CCIAL,PRODUCTO,PRESENTACIÓN,IVA,PRECIO
1FITR-07,TOPGUN ,44977,PC,FUNGICIDA,EX,INTEROC,TOPGUN ,BIDON X 1 LT,0,159185.65937282608
1FSUM-20,TOPSIN M-50 SC,44908,PC,FUNGICIDA,AL,SUMMITAGRO,TOPSIN M-50 SC,BIDON X 1 LT,0,117616.67679903691
1AAGS-08,TOTTAL,45017,NV,FOLIAR,AL,COLINAGRO,TOTTAL,GALON X 4 LT,0,106510.79008679999
1AAGS-07,TOTTAL,45017,NV,FOLIAR,AL,COLINAGRO,TOTTAL ,BIDON X 1 LT,0,31845.994118399998
1IDOW-09,TRACER ,44904,PC,INSECTICIDA,DB,CORTEVA,TRACER ,BIDON X 1 LT,0,864227.36842105282
1ISUM-17,TREBON 30 EC,44775,PC,INSECTICIDA,AL,SUMMITAGRO,TREBON 30 EC,BIDON X 1 LT,0,230301.55165841439
1ISUM-18,TREBON 30 EC,44958,PC,INSECTICIDA,AL,SUMMITAGRO,TREBON 30 EC,FRASCO X 500 CC,0,128019.55190899025
1DALC-02,TREOX SC,44666,BIO,DESINFECTANTE,EX,AGROLOGICA,TREOX SC,GARRAFA X 4 LT,0,243831.40382117647
1MORI-03,TRICHO D ,45017,BIA,INOCULANTE,DT,ORIUS,TRICHO D ,FRASCO X 300 GR,0,63927.9375
1BARI-01,TRICHOSYM BIO,45017,BIA,INOCULANTE,EX,PETI ROUGE,TRICHOSYM BIO,BOLSA X 1 KG,0,203509.152
1MSMT-04,TRICHOTROPICO WP,,BIO,FUNGICIDA,DT,INVESA,TRICHOTROPICO WP,BOLSA X 1 KG,0,72041.21100000001
1MASV-03,TRICOTEC,44924,BIO,FUNGICIDA,EX,AGROSAVIA,TRICOTEC,BOLSA X 100 GR,0,25918.65
1MASV-01,TRICOTEC,44924,BIO,FUNGICIDA,EX,AGROSAVIA,TRICOTEC,BOLSA X 500 GR,0,134350.92000000001
1MASV-02,TRICOTEC,44924,BIO,FUNGICIDA,EX,AGROSAVIA,TRICOTEC,BOLSA X 1 KG,0,226805.94
1FSUM-04,TRIFMINE 15 CE ,44618,PC,FUNGICIDA,AL,SUMMITAGRO,TRIFMINE 15 CE ,BIDON X 1 LT,0,147860.75146202114
1FSUM-12,TRIFMINE 15 CE ,44618,PC,FUNGICIDA,AL,SUMMITAGRO,TRIFMINE 15 CE ,FRASCO X 250 CC,0,57761.390451418803
1ISYN-24,TRIGARD 75 WP ,45021,PC,INSECTICIDA,DB,SYNGENTA,TRIGARD 75 WP ,BOLSA X 500 GR,0,331007.28999999998
1OGLG-01,TRILOGIA,45688,NV,FOLIAR,EX,MP GALAGRO,TRILOGIA,BIDON X 1 LT,0,53468.100000000006
1OGLG-02,TRILOGIA,45688,NV,FOLIAR,EX,MP GALAGRO,TRILOGIA,GARRAFA X 4 LT,0,186095.07
8JSVC-02,TRIP CROP,45436,BIO,JABON,EX,SAVITOL,TRIP CROP,BIDON X 1 LT,0,212676.76800000001
2SFER-02,TRIPHOS 3520,44690,NV,EDAFICO,DT,FERTINAGRO,TRIPHOS 35-20,BULTO X 50 KG,0,322000.03220000002
1MBIO-58,TROMBO PLUS SC,46211,BIA,INOCULANTE,EX,BIO-CROP,TROMBO PLUS SC,CANECA X 20 LT,0,1402511.25
1MBIO-59,TROMBO PLUS SC,46211,BIA,INOCULANTE,EX,BIO-CROP,TROMBO PLUS SC,BIDON X 1 LT,0,73458.262499999997
1MBIO-47,TROMBO WP,44977,BIA,INOCULANTE,EX,BIO-CROP,TROMBO WP,BOLSA X 1 KG,0,63876.75
1MBIO-14,TROMBO WP,44977,BIA,INOCULANTE,EX,BIO-CROP,TROMBO WP,FRASCO X 500 GR,0,34314.907500000001
1EVAR-06,TROPIMEZCLA WP,44977,BIO,FUNGICIDA,DT,INVESA,TROPIMEZCLA WP,BOLSA X 1 KG,0,96427.584000000003
1EINV-01,TROPIMEZCLA WP,44977,BIO,FUNGICIDA,DT,INVESA,TROPIMEZCLA WP,BOLSA X 10 KG,0,772200
1EVAR-05,TROPIMEZCLA WP,44834,BIO,FUNGICIDA,DT,INVESA,TROPIMEZCLA WP,BULTO X 25 KG,0,1928539.8
1OSMS-01,TURBA MIX MUSHROOM,45233,BIA,ACOND SUELOS,DT,SAENZ FETY,TURBA MIX MUSHROOM,PACA,0,234945
1OVAR-01,TURBA PINDSTRUP PLUS ORANGE,44978,BIA,ACOND SUELOS,CO,SAENZ FETY,TURBA PINDSTRUP PLUS ORANGE,PACA,0,232875
1FSEI-07,TURISEI K,46139,NV,FOLIAR,EX,SEIPASA,TURISEI K,BIDON X 1 LT,0,42508.930464000005
1FSEI-08,TURISEI K,46139,NV,FOLIAR,EX,SEIPASA,TURISEI K,GALON X 5 LT,0,206643.96000000005
1FSEI-09,TURISEI K,46139,NV,FOLIAR,EX,SEIPASA,TURISEI K,BIDON X 20 LT,0,803451.82694400009
2SNUP-01,UREA ,44901,NV,EDAFICO,CO,VARIOS,UREA 46%,BULTO X 50 KG,0,195011.25
1FFDA-03,VALIDACIN 3% SL,45017,PC,FUNGICIDA,DT,FEDEARROZ,VALIDACIN 3% SL,BIDON X 1 LT,0,36445.993883640011
1ABIO-02,VAZZAR PLUS SL,44532,NV,FOLIAR,EX,BIO-CROP,VAZZAR PLUS SL,BIDON X 1 LT,0,30512.720000000001
1OBIO-06,VAZZAR PLUS SL,44532,NV,FOLIAR,EX,BIO-CROP,VAZZAR PLUS SL,CANECA X 20 LT,0,539012.64749999996
1IBAY-69,VERANGO PRIME SC500,44805,PC,NEMATICIDA,EX,BAYER,VERANGO PRIME SC500,BIDON X 1 LT,0,883797.57
1ISYN-04,VERTIMEC 1.8 CE,45021,PC,ACARICIDA,DB,SYNGENTA,VERTIMEC 1.8 CE,BIDON X 1 LT,0,189714.174
1AAGS-18, VICOR ,,NV,EDAFICO,AL,COLINAGRO,VICOR X 46 KG,BULTO X 46 KG,0,127650
1FPRF-13,VITAVAX 300 ,45052,PC,FUNGICIDA,AL,ADAMA,VITAVAX 300 ,BOLSA X 1 KG,0,91398.23
8TALC-07,VIVA-FLOR IR,45863,DPV,POSCOSECHA,EX,AGROLOGICA,VIVAFLOR EXPERIENCE ,GALON X 4 LT,0.19,423200
1FBSF-37,VIVANDO SC,45133,PC,FUNGICIDA,AL,BASF,VIVANDO SC,BIDON X 1 LT,0,546180.20437499997
8PCRY-23,WHOLE FOODS UNIVERSAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,WHOLE FOODS UNIVERSAL,CAJA SACHETS 10 X 1000 UDS,0.19,257093.40119040001
1FBAY-63,XIVANA SMART SC 230,45638,PC,FUNGICIDA,EX,BAYER,XIVANA SMART SC 230,BIDON X 1 LT,0,427824.18
1FBAY-64,XIVANA SMART SC 230,45638,PC,FUNGICIDA,EX,BAYER,XIVANA SMART SC 230,FRASCO X 250 CC,0,112049.19
1MNOU-01,YAKARTA,45498,BIO,FUNGICIDA,EX,NOURISH,YAKARTA,BIDON X 1 LT,0,138563.88923076924
2ESUC-02,YESO AGRICOLA (SULF CALCIO),45002,NV,ENMIENDA,CO,SUCROAL,YESO AGRICOLA (SULF CALCIO),BULTO X 25 KG,0.19,30572.307692307695
1DASV-09,YODINEX,44718,DPV,DESINFECTANTE,EX,AGROLOGICA,YODINEX,BIDON X 1 LT,0,43554.018816000011
1DASV-06,YODINEX,44718,DPV,DESINFECTANTE,EX,AGROLOGICA,YODINEX,GARRAFA X 4 LT,0,153732.17664000005
1DSFR-01,YODOSAFER SL,45344,DPV,DESINFECTANTE,DT,SAFER,YODOSAFER SL,GALON X 4 LT,0,254965.70880000005
1FBSF-25,ZAMPRO SC,45052,PC,FUNGICIDA,AL,BASF,ZAMPRO SC,BIDON X 1 LT,0,153208.63636363635
1IITR-16,ZOSMA WG,45336,PC,INSECTICIDA,EX,INTEROC,ZOSMA WG,BOLSA X 1 KG,0,483536.28659782611
,,,,,,,,,,
,,,"Esta Lista remplaza todas las anteriores, cambios sin precio aviso. Los precios de los productos en liquidacion o promocion estan sujetos a disponibilidad de inventarios.",,,,,,
,,,"Esta Lista remplaza todas las anteriores, cambios sin precio aviso. Los precios de los productos en liquidacion o promocion estan sujetos a disponibilidad de inventarios."
,,,,,,,,,,
