semana_iso,anio,grupo,producto,bloque,plantas,tallos_semana,tallos_dia,base_del_calculo,origen
6,2027,Trachellium,Trachelium White,(por asignar),1900,845,141,TEORICO x factor de merma global 0.22,BALL entrega sem41
7,2027,Gomphrena,QIS Carmine,(por asignar),1096,285,48,"OBSERVADO (11 sem de registro, 6,248 tallos reales)",BALL entrega sem42
7,2027,Gomphrena,QIS Red,(por asignar),1096,285,48,"OBSERVADO (11 sem de registro, 6,248 tallos reales)",BALL entrega sem42
8,2027,Celosia Purple Flamingo,Flamingo Purple,(por asignar),1644,SIN_DATO,SIN_DATO,SIN_DATO — este grupo nunca se ha registrado en cosecha,BALL entrega sem45
8,2027,Gomphrena,QIS Carmine,(por asignar),1096,285,48,"OBSERVADO (11 sem de registro, 6,248 tallos reales)",BALL entrega sem42
8,2027,Gomphrena,QIS Red,(por asignar),1096,285,48,"OBSERVADO (11 sem de registro, 6,248 tallos reales)",BALL entrega sem42
9,2027,Celosia Purple Flamingo,Flamingo Purple,(por asignar),1644,SIN_DATO,SIN_DATO,SIN_DATO — este grupo nunca se ha registrado en cosecha,BALL entrega sem45
10,2027,Celosia Purple Flamingo,Flamingo Purple,(por asignar),1644,SIN_DATO,SIN_DATO,SIN_DATO — este grupo nunca se ha registrado en cosecha,BALL entrega sem45
12,2027,Dusty Miller,Dusty New Look,(por asignar),1464,130,22,"OBSERVADO (7 sem de registro, 578 tallos reales)",BALL entrega sem39
13,2027,Dusty Miller,Dusty New Look,(por asignar),1464,130,22,"OBSERVADO (7 sem de registro, 578 tallos reales)",BALL entrega sem39
14,2027,Dusty Miller,Dusty New Look,(por asignar),1464,130,22,"OBSERVADO (7 sem de registro, 578 tallos reales)",BALL entrega sem39
14,2027,Ptilotus,Ptilotus Matilda,(por asignar),1644,SIN_DATO,SIN_DATO,SIN_DATO — este grupo nunca se ha registrado en cosecha,BALL entrega sem51
15,2027,Ptilotus,Ptilotus Matilda,(por asignar),1644,SIN_DATO,SIN_DATO,SIN_DATO — este grupo nunca se ha registrado en cosecha,BALL entrega sem51
16,2027,Ptilotus,Ptilotus Matilda,(por asignar),1644,SIN_DATO,SIN_DATO,SIN_DATO — este grupo nunca se ha registrado en cosecha,BALL entrega sem51
17,2027,Ptilotus,Ptilotus Matilda,(por asignar),1644,SIN_DATO,SIN_DATO,SIN_DATO — este grupo nunca se ha registrado en cosecha,BALL entrega sem51
